window_start,site,Chem,conc
1990-06-05,rmp,k_mgl,0.9259999999999999
1990-06-05,rmp,mg_mgl,2.108
1990-06-05,rmp,no3,168.2
1990-06-05,rmp,Ca,8.815999999999999
1990-06-05,rmp,NH4,NA
1990-08-07,rmp,k_mgl,0.845
1990-08-07,rmp,mg_mgl,2.09
1990-08-07,rmp,no3,127.9
1990-08-07,rmp,Ca,9.309
1990-08-07,rmp,NH4,NA
1990-10-09,rmp,k_mgl,0.749
1990-10-09,rmp,mg_mgl,1.842
1990-10-09,rmp,no3,136.22222222222223
1990-10-09,rmp,Ca,7.2010000000000005
1990-10-09,rmp,NH4,NA
1990-12-11,rmp,k_mgl,0.658
1990-12-11,rmp,mg_mgl,2.256
1990-12-11,rmp,no3,130.55555555555554
1990-12-11,rmp,Ca,7.821
1990-12-11,rmp,NH4,NA
1991-02-12,rmp,k_mgl,0.9022222222222223
1991-02-12,rmp,mg_mgl,1.9011111111111112
1991-02-12,rmp,no3,96
1991-02-12,rmp,Ca,7.14625
1991-02-12,rmp,NH4,NA
1991-04-16,rmp,k_mgl,0.7733333333333333
1991-04-16,rmp,mg_mgl,0.8314285714285714
1991-04-16,rmp,no3,55
1991-04-16,rmp,Ca,4.7
1991-04-16,rmp,NH4,NA
1991-06-18,rmp,k_mgl,0.7666666666666667
1991-06-18,rmp,mg_mgl,2.0722222222222224
1991-06-18,rmp,no3,57.125
1991-06-18,rmp,Ca,6.807777777777777
1991-06-18,rmp,NH4,NA
1991-08-20,rmp,k_mgl,0.8310000000000001
1991-08-20,rmp,mg_mgl,2.459
1991-08-20,rmp,no3,105.77777777777777
1991-08-20,rmp,Ca,8.723
1991-08-20,rmp,NH4,NA
1991-10-22,rmp,k_mgl,0.6577777777777778
1991-10-22,rmp,mg_mgl,1.8233333333333335
1991-10-22,rmp,no3,105.6
1991-10-22,rmp,Ca,6.1033333333333335
1991-10-22,rmp,NH4,NA
1991-12-24,rmp,k_mgl,0.8488888888888889
1991-12-24,rmp,mg_mgl,2.161111111111111
1991-12-24,rmp,no3,124.66666666666667
1991-12-24,rmp,Ca,10.015555555555556
1991-12-24,rmp,NH4,NA
1992-02-25,rmp,k_mgl,0.9380000000000001
1992-02-25,rmp,mg_mgl,2.73
1992-02-25,rmp,no3,101.44444444444444
1992-02-25,rmp,Ca,9.424444444444445
1992-02-25,rmp,NH4,NA
1992-04-28,rmp,k_mgl,0.839
1992-04-28,rmp,mg_mgl,1.84
1992-04-28,rmp,no3,51.77777777777778
1992-04-28,rmp,Ca,7.415
1992-04-28,rmp,NH4,NA
1992-06-30,rmp,k_mgl,0.826
1992-06-30,rmp,mg_mgl,2.256
1992-06-30,rmp,no3,46.1
1992-06-30,rmp,Ca,8.812
1992-06-30,rmp,NH4,NA
1992-09-01,rmp,k_mgl,0.864
1992-09-01,rmp,mg_mgl,2.372
1992-09-01,rmp,no3,47.1
1992-09-01,rmp,Ca,9.770999999999999
1992-09-01,rmp,NH4,NA
1992-11-03,rmp,k_mgl,0.6355555555555555
1992-11-03,rmp,mg_mgl,1.6311111111111112
1992-11-03,rmp,no3,35.166666666666664
1992-11-03,rmp,Ca,6.644444444444444
1992-11-03,rmp,NH4,NA
1993-01-05,rmp,k_mgl,0.741
1993-01-05,rmp,mg_mgl,2.015
1993-01-05,rmp,no3,77
1993-01-05,rmp,Ca,7.931
1993-01-05,rmp,NH4,NA
1993-03-09,rmp,k_mgl,0.836
1993-03-09,rmp,mg_mgl,2.227
1993-03-09,rmp,no3,74.7
1993-03-09,rmp,Ca,8.704
1993-03-09,rmp,NH4,NA
1993-05-11,rmp,k_mgl,0.791
1993-05-11,rmp,mg_mgl,2.034
1993-05-11,rmp,no3,55.33333333333333
1993-05-11,rmp,Ca,8.209999999999999
1993-05-11,rmp,NH4,NA
1993-07-13,rmp,k_mgl,0.8188888888888889
1993-07-13,rmp,mg_mgl,2.037777777777778
1993-07-13,rmp,no3,51.8
1993-07-13,rmp,Ca,8.69111111111111
1993-07-13,rmp,NH4,NA
1993-09-14,rmp,k_mgl,0.723
1993-09-14,rmp,mg_mgl,1.943
1993-09-14,rmp,no3,40.3
1993-09-14,rmp,Ca,7.75
1993-09-14,rmp,NH4,NA
1993-11-16,rmp,k_mgl,0.594
1993-11-16,rmp,mg_mgl,1.472
1993-11-16,rmp,no3,33.2
1993-11-16,rmp,Ca,6.657777777777778
1993-11-16,rmp,NH4,NA
1994-01-18,rmp,k_mgl,0.654
1994-01-18,rmp,mg_mgl,1.95
1994-01-18,rmp,no3,7
1994-01-18,rmp,Ca,8.328
1994-01-18,rmp,NH4,NA
1994-03-22,rmp,k_mgl,0.765
1994-03-22,rmp,mg_mgl,2.135
1994-03-22,rmp,no3,18.5
1994-03-22,rmp,Ca,9.361
1994-03-22,rmp,NH4,NA
1994-05-24,rmp,k_mgl,0.855
1994-05-24,rmp,mg_mgl,2.362
1994-05-24,rmp,no3,24.75
1994-05-24,rmp,Ca,9.255
1994-05-24,rmp,NH4,NA
1994-07-26,rmp,k_mgl,0.887
1994-07-26,rmp,mg_mgl,2.3890000000000002
1994-07-26,rmp,no3,179
1994-07-26,rmp,Ca,9.345
1994-07-26,rmp,NH4,NA
1994-09-27,rmp,k_mgl,0.777
1994-09-27,rmp,mg_mgl,1.966
1994-09-27,rmp,no3,80
1994-09-27,rmp,Ca,8.755
1994-09-27,rmp,NH4,NA
1994-11-29,rmp,k_mgl,NA
1994-11-29,rmp,mg_mgl,NA
1994-11-29,rmp,no3,NA
1994-11-29,rmp,Ca,NA
1994-11-29,rmp,NH4,NA
